MANDT,PROFN,AKTPS,MODDA,MODTI,MODBE,DIVIS,TYP,NRAUT,AUTHS,PTEXT
210,&_SAP_ALL_00,A,11/09/2018,12:31:19 AM,DDIC,,G,"3,742",M /ARBA/CLAS&_SAP_ALL   /ARBA/PROG&_SAP_ALL   /ARBA/RFC &_SAP_ALL   /BEV2/CS  &_SAP_ALL   /BOFU/BO  &_SAP_ALL   /CEERE/KD &_SAP_ALL   /CUM/CPEDT&_SAP_ALL   /CUM/EFEDT&_SAP_ALL   /CWM/C_ACT&_SAP_ALL   /CWM/L_INV&_SAP_ALL   /DSD/SL_TP&_SAP_ALL   /DSD/SL_WR&_SAP_ALL   /DSD/SV_LC&_SAP_ALL   /DSD/TOUR &_SAP_ALL   /DSD/VC_VL&_SAP_ALL   /DSD/VC_VP&_SAP_ALL   /FSCAA/CSL&_SAP_ALL   /GC1/AUTH &_SAP_ALL   /GRCPI/001&_SAP_ALL   /IPRO/CONF&_SAP_ALL   /IPRO/DCSL&_SAP_ALL   /IWBEP/DST&_SAP_ALL   /IWBEP/MED&_SAP_ALL   /IWBEP/MGW&_SAP_ALL   /IWBEP/SB &_SAP_ALL   /IWBEP/SUB&_SAP_ALL   /IWBEP/UMB&_SAP_ALL   /IWBEP/URB&_SAP_ALL   /IWFND/DST&_SAP_ALL   /IWFND/SRV&_SAP_ALL   /IWFND/SUB&_SAP_ALL   /IWHDB/HAI&_SAP_ALL   /J7L/LDE  &_SAP_ALL   /NFM/BOESL&_SAP_ALL   /NFM/CO   &_SAP_ALL   /NFM/COND &_SAP_ALL   /NFM/COVER&_SAP_ALL   /NFM/KBB  &_SAP_ALL   /NFM/NES  &_SAP_ALL   /NFM/NFDEF&_SAP_ALL   /NFM/NFM  &_SAP_ALL   /NFM/NFNEB&_SAP_ALL   /NFM/NFR  &_SAP_ALL   /NFM/NFS  &_SAP_ALL   /NFM/NKTYP&_SAP_ALL   /NFM/NRRNG&_SAP_ALL   /NFM/PROV &_SAP_ALL   /NFM/RATE &_SAP_ALL   /NFM/REPOR&_SAP_ALL   /PSPRO/_US&_SAP_ALL   /QTQVC/AUT&_SAP_ALL   /QTQVC/CAL&_SAP_ALL   /QTQVC/DIS&_SAP_ALL   /SAPCND/CC&_SAP_ALL   /SAPCND/CM&_SAP_ALL   /SAPCND/CO&_SAP_ALL   /SAPCND/RC&_SAP_ALL   /SAPCND/SS&_SAP_ALL   /SAPF15/BL&_SAP_ALL   /SAPF15/BU&_SAP_ALL   /SAPF15/BW&_SAP_ALL   /SAPF15/CT&_SAP_ALL   /SAPF15/FK&_SAP_ALL   /SAPF15/FP&_SAP_ALL   /SAPF15/FS&_SAP_ALL   /SAPF15/HO&_SAP_ALL   /SAPF15/KR&_SAP_ALL   /SAPF15/KZ&_SAP_ALL   /SAPF15/PS&_SAP_ALL   /SAPF15/RS&_SAP_ALL   /SAPF15/VS&_SAP_ALL   /SAPMP/RTS&_SAP_ALL   /SAPPO/ADM&_SAP_ALL   /SAPPO/FLT&_SAP_ALL   /SAPPO/ORD&_SAP_ALL   /SAPPO/WLA&_SAP_ALL   /SDF/E2E  &_SAP_ALL   /SDF/GPDP &_SAP_ALL   /SDF/GPREP&_SAP_ALL   /SDF/IVAUT&_SAP_ALL   /SDF/TRACE&_SAP_ALL   /SDF/WSMON&_SAP_ALL   /SPE/AAC  &_SAP_ALL   /SPE/QEDIT&_SAP_ALL   /SPE/REF_C&_SAP_ALL   /UI2/CHIP &_SAP_ALL   /UI2/SRVC &_SAP_ALL   /UI5/THEME&_SAP_ALL   /UIF/FLEX &_SAP_ALL   /ZPM/BOM  &_SAP_ALL   /ZPM/CAPAP&_SAP_ALL   /ZPM/KPI1 &_SAP_ALL   /ZPM/KPI2 &_SAP_ALL   ACCESS_MU &_SAP_ALL   ACO_SUPER &_SAP_ALL   ADPIC_RIC &_SAP_ALL   AEDELETE  &_SAP_ALL   AE_DELETE &_SAP_ALL   ARBCIG_CLS&_SAP_ALL   ARBCIG_PRG&_SAP_ALL   ARBCIG_RFC&_SAP_ALL   ARBCIG_SPR&_SAP_ALL   AUDIT_AUTH&_SAP_ALL   A_A_VIEW  &_SAP_ALL   A_B_ANLKL &_SAP_ALL   A_B_BWART &_SAP_ALL   A_C_AFAPL &_SAP_ALL   A_IMA_ART &_SAP_ALL   A_IMA_BUK &_SAP_ALL   A_IMA_GSB &_SAP_ALL   A_IMA_KOK &_SAP_ALL   A_IMA_MSTA&_SAP_ALL   A_IMA_REQU&_SAP_ALL   A_IMA_RESP&_SAP_ALL   A_IMA_VSTA&_SAP_ALL   A_IMPR_APS&_SAP_ALL   A_IMPR_BUK&_SAP_ALL   A_IMPR_GSB&_SAP_ALL   A_IMPR_KOK&_SAP_ALL   A_IMPR_PRC&_SAP_ALL   A_IMPR_VER&_SAP_ALL   A_IMTP_ART&_SAP_ALL   A_IMTP_SYS&_SAP_ALL   A_IM_EIS  &_SAP_ALL   A_MPDMAP  &_SAP_ALL   A_M_ANLKL &_SAP_ALL   A_PERI_BUK&_SAP_ALL   A_S_ANLGR &_SAP_ALL   A_S_ANLKL &_SAP_ALL   A_S_GSBER &_SAP_ALL   A_S_KOSTL &_SAP_ALL   A_S_WERK  &_SAP_ALL   BCV_ACL   &_SAP_ALL   BCV_ACLUGP&_SAP_ALL   BCV_DASHB &_SAP_ALL   BCV_DSHSNA&_SAP_ALL   BCV_PERS  &_SAP_ALL   BCV_PUBPRV&_SAP_ALL   BCV_QRYVW &_SAP_ALL   BCV_QUERY &_SAP_ALL   BCV_QUILST&_SAP_ALL   BCV_QVWLST&_SAP_ALL   BCV_QVWSNA&_SAP_ALL   BCV_SPANEL&_SAP_ALL   BCV_SRCCON&_SAP_ALL   BCV_UGRP  &_SAP_ALL   BCV_USAGE &_SAP_ALL   BO_CA_CES &_SAP_ALL   BO_CA_JOB &_SAP_ALL   BO_CA_RPT &_SAP_ALL   BRF_AUTH  &_SAP_ALL   BRF_STNDRD&_SAP_ALL   BSANL_ACWB&_SAP_ALL   BSP_APPL  &_SAP_ALL   BSSP_NOTE &_SAP_ALL   BSSP_STW  &_SAP_ALL   BS_SOA_SPS&_SAP_ALL   BV_SR_TCOD&_SAP_ALL   B_ALE_CGRP&_SAP_ALL   B_ALE_LSYS&_SAP_ALL   B_ALE_MAST&_SAP_ALL   B_ALE_MODL&_SAP_ALL   B_ALE_RECV&_SAP_ALL   B_ALE_REDU&_SAP_ALL   B_ASU_ADMI&_SAP_ALL   B_BSFC    &_SAP_ALL   B_BUPA_ATT&_SAP_ALL   B_BUPA_CRI&_SAP_ALL   B_BUPA_FDG&_SAP_ALL   B_BUPA_GRP&_SAP_ALL,Generated partial profile for SAP_ALL
210,&_SAP_ALL_01,A,11/09/2018,12:31:19 AM,DDIC,,G,"3,742",M B_BUPA_PGM&_SAP_ALL   B_BUPA_RLT&_SAP_ALL   B_BUPA_SLV&_SAP_ALL   B_BUPR_BZT&_SAP_ALL   B_BUPR_FDG&_SAP_ALL   B_BUP_PCPT&_SAP_ALL   B_CARD_SEC&_SAP_ALL   B_CCARD   &_SAP_ALL   B_CCSEC   &_SAP_ALL   B_CLEANSE &_SAP_ALL   B_CLEAR   &_SAP_ALL   B_DECTREE &_SAP_ALL   B_EMMA_CAS&_SAP_ALL   B_EMMA_LOG&_SAP_ALL   B_EM_TCODE&_SAP_ALL   B_FOX     &_SAP_ALL   B_FOX0    &_SAP_ALL   B_FOX3    &_SAP_ALL   B_LSMW    &_SAP_ALL   B_LSMW_PRO&_SAP_ALL   B_MASSMAIN&_SAP_ALL   B_NOTIF   &_SAP_ALL   B_NOTIF_BC&_SAP_ALL   B_NOTIF_EX&_SAP_ALL   B_NOT_TASK&_SAP_ALL   B_PCONTACT&_SAP_ALL   B_SMAN_SEQ&_SAP_ALL   B_SMAN_WPL&_SAP_ALL   B_UPS     &_SAP_ALL   B_UPS_CUS &_SAP_ALL   B_USERSTAT&_SAP_ALL   B_USERST_T&_SAP_ALL   B_V2_TCODE&_SAP_ALL   B_V2_TWH  &_SAP_ALL   B_VEM     &_SAP_ALL   B_VSR     &_SAP_ALL   B_VTS     &_SAP_ALL   CA_GKFMADM&_SAP_ALL   CA_GKFMUSR&_SAP_ALL   CA_KPIADM &_SAP_ALL   CA_KPIUSR &_SAP_ALL   CA_POWL   &_SAP_ALL   CLB_DB    &_SAP_ALL   CMM_MEV_AD&_SAP_ALL   CMM_MEV_WL&_SAP_ALL   CMS_CAG   &_SAP_ALL   CMS_OMS   &_SAP_ALL   CMS_OMS1  &_SAP_ALL   CMS_PCN_01&_SAP_ALL   CMS_PCN_02&_SAP_ALL   CMS_RBL   &_SAP_ALL   CMS_RE    &_SAP_ALL   CMX_XS    &_SAP_ALL   CMX_XSR   &_SAP_ALL   COM_ALTID &_SAP_ALL   COM_ASET  &_SAP_ALL   COM_CAT   &_SAP_ALL   COM_CAT_CF&_SAP_ALL   COM_HIER  &_SAP_ALL   COM_IL    &_SAP_ALL   COM_PRD   &_SAP_ALL   COM_PRD_CT&_SAP_ALL   COM_WCB   &_SAP_ALL   COM_WEC   &_SAP_ALL   COM_WEC_AP&_SAP_ALL   COM_WEC_CP&_SAP_ALL   COM_WEC_RT&_SAP_ALL   CONFIG_MU &_SAP_ALL   CPE_COVER &_SAP_ALL   CPE_DOCDAT&_SAP_ALL   CPE_DOCDEF&_SAP_ALL   CPE_PRICEQ&_SAP_ALL   CPE_SETTIN&_SAP_ALL   CREATE_MU &_SAP_ALL   CRMCONFMOD&_SAP_ALL   CRM_BM    &_SAP_ALL   CRM_BUHI  &_SAP_ALL   CRM_CONFIG&_SAP_ALL   CRM_ERP_C &_SAP_ALL   CRM_IC_SCR&_SAP_ALL   CRM_WSC   &_SAP_ALL   CRM_WST   &_SAP_ALL   CSI_CLEAN &_SAP_ALL   CSI_INST  &_SAP_ALL   CVI_CUST  &_SAP_ALL   C_ADSPCIP &_SAP_ALL   C_AENR_BGR&_SAP_ALL   C_AENR_ERW&_SAP_ALL   C_AENR_RV1&_SAP_ALL   C_AENR_RV2&_SAP_ALL   C_AFFW_TWK&_SAP_ALL   C_AFKO_ACT&_SAP_ALL   C_AFKO_ATY&_SAP_ALL   C_AFKO_AWA&_SAP_ALL   C_AFKO_AWK&_SAP_ALL   C_AFKO_DIS&_SAP_ALL   C_AFRU_APL&_SAP_ALL   C_AFRU_AWK&_SAP_ALL   C_AFVG_APL&_SAP_ALL   C_AFVG_TYP&_SAP_ALL   C_AFVG_USR&_SAP_ALL   C_APPL_SOP&_SAP_ALL   C_ARPL_ART&_SAP_ALL   C_ARPL_WRK&_SAP_ALL   C_AUTO_JIT&_SAP_ALL   C_AUTO_VMS&_SAP_ALL   C_AUT_TCD &_SAP_ALL   C_BACKFL  &_SAP_ALL   C_BCKFLUSH&_SAP_ALL   C_CABN    &_SAP_ALL   C_CABN_GRP&_SAP_ALL   C_CACL_DSG&_SAP_ALL   C_CAPV_ANW&_SAP_ALL   C_CAPV_STA&_SAP_ALL   C_CF_QUEUE&_SAP_ALL   C_CLAS_ERS&_SAP_ALL   C_CLAS_NRM&_SAP_ALL   C_CLAS_UMS&_SAP_ALL   C_CLAS_UTI&_SAP_ALL   C_CLA_PROF&_SAP_ALL   C_CLMM    &_SAP_ALL   C_COCF_SRA&_SAP_ALL   C_COCF_SRE&_SAP_ALL   C_COCF_SRF&_SAP_ALL   C_COCF_SRH&_SAP_ALL   C_CONS_PGE&_SAP_ALL   C_COOPC1  &_SAP_ALL   C_COOPC2  &_SAP_ALL   C_CREC_WRK&_SAP_ALL   C_CREX_WRK&_SAP_ALL   C_CRFH_BRG&_SAP_ALL   C_CRPI_BER&_SAP_ALL   C_CSCR_ACT&_SAP_ALL   C_DIP_STDV&_SAP_ALL   C_DML     &_SAP_ALL   C_DRAD_OBJ&_SAP_ALL   C_DRAW_APL&_SAP_ALL   C_DRAW_BGR&_SAP_ALL   C_DRAW_DOK&_SAP_ALL   C_DRAW_MUP&_SAP_ALL   C_DRAW_STA&_SAP_ALL   C_DRAW_TCD&_SAP_ALL   C_DRAW_TCS&_SAP_ALL   C_DRZA_TCD&_SAP_ALL   C_DRZI_TCD&_SAP_ALL   C_EHSB_REG&_SAP_ALL   C_EHSB_SCP&_SAP_ALL   C_EHSB_STA&_SAP_ALL   C_EHSD_EXC&_SAP_ALL   C_EHSD_SDC&_SAP_ALL   C_EHSD_SDP&_SAP_ALL   C_EHSD_SDV&_SAP_ALL   C_EHSD_SDX&_SAP_ALL   C_EHSE_EAF&_SAP_ALL   C_EHSG_MP1&_SAP_ALL   C_EHSG_PRA&_SAP_ALL   C_EHSG_WB &_SAP_ALL   C_EHSH_DIA&_SAP_ALL   C_EHSH_EXM&_SAP_ALL   C_EHSH_HSP&_SAP_ALL   C_EHSH_PER&_SAP_ALL   C_EHSH_POH&_SAP_ALL   C_EHSH_QUE&_SAP_ALL   C_EHSH_QUG&_SAP_ALL   C_EHSH_TES&_SAP_ALL   C_EHSI_DOC&_SAP_ALL   C_EHSI_FAL&_SAP_ALL   C_EHSI_HAZ&_SAP_ALL   C_EHSI_IAL&_SAP_ALL   C_EHSI_MJO&_SAP_ALL,Generated partial profile for SAP_ALL
210,&_SAP_ALL_02,A,11/09/2018,12:31:19 AM,DDIC,,G,"3,742",M C_EHSI_MOR&_SAP_ALL   C_EHSI_MPR&_SAP_ALL   C_EHSI_WAH&_SAP_ALL   C_EHSO_GRP&_SAP_ALL   C_EHSP_TPP&_SAP_ALL   C_EHSRC_SV&_SAP_ALL   C_EHSR_TPL&_SAP_ALL   C_EHSS_CDE&_SAP_ALL   C_EHSU_SVC&_SAP_ALL   C_EHSW_EAD&_SAP_ALL   C_EHSW_EAF&_SAP_ALL   C_EHSW_PRT&_SAP_ALL   C_EHSW_WMN&_SAP_ALL   C_EHS_BLK &_SAP_ALL   C_EKORG   &_SAP_ALL   C_EVAL_WRK&_SAP_ALL   C_FVER_WRK&_SAP_ALL   C_HLP_ADM &_SAP_ALL   C_HU_PROD &_SAP_ALL   C_IWP_LO  &_SAP_ALL   C_JIT_CALL&_SAP_ALL   C_JIT_OUT &_SAP_ALL   C_KANBAN  &_SAP_ALL   C_KAPA_ABG&_SAP_ALL   C_KAPA_PLA&_SAP_ALL   C_KLAH_BKL&_SAP_ALL   C_KLAH_BKP&_SAP_ALL   C_KLAH_BSE&_SAP_ALL   C_LIME_DOC&_SAP_ALL   C_LIME_HU &_SAP_ALL   C_LIME_LOC&_SAP_ALL   C_LIME_SI &_SAP_ALL   C_LINE    &_SAP_ALL   C_LL_TGT  &_SAP_ALL   C_LOVC_DBI&_SAP_ALL   C_LOVC_DEP&_SAP_ALL   C_LOVC_DSG&_SAP_ALL   C_LOVC_FUN&_SAP_ALL   C_LOVC_KBO&_SAP_ALL   C_LOVC_RTV&_SAP_ALL   C_LOVC_TAB&_SAP_ALL   C_LOVC_TCN&_SAP_ALL   C_LO_CM   &_SAP_ALL   C_LO_TM   &_SAP_ALL   C_MESS_WRK&_SAP_ALL   C_MLST_BGR&_SAP_ALL   C_NAV_PROF&_SAP_ALL   C_NETID_AU&_SAP_ALL   C_NTEID_AU&_SAP_ALL   C_OPM_PP  &_SAP_ALL   C_PCMP    &_SAP_ALL   C_PDC     &_SAP_ALL   C_PFS     &_SAP_ALL   C_PGUI_ADM&_SAP_ALL   C_PIC_OBJ &_SAP_ALL   C_PLAN_SOP&_SAP_ALL   C_PLKO_PLG&_SAP_ALL   C_POI     &_SAP_ALL   C_PPBD    &_SAP_ALL   C_PPBD_REO&_SAP_ALL   C_PPE_ARC &_SAP_ALL   C_PPE_FOBJ&_SAP_ALL   C_PPE_INST&_SAP_ALL   C_PPE_MPL &_SAP_ALL   C_PPE_PAID&_SAP_ALL   C_PPE_PFTY&_SAP_ALL   C_PPE_PS  &_SAP_ALL   C_PPE_PSI &_SAP_ALL   C_PRLG_WRK&_SAP_ALL   C_PROCCHAR&_SAP_ALL   C_PROG_TR &_SAP_ALL   C_PROJ_ADM&_SAP_ALL   C_PROJ_KOK&_SAP_ALL   C_PROJ_PRC&_SAP_ALL   C_PROJ_TCD&_SAP_ALL   C_PROJ_VNR&_SAP_ALL   C_PROMAN  &_SAP_ALL   C_PRPS_ART&_SAP_ALL   C_PRPS_KOK&_SAP_ALL   C_PRPS_KST&_SAP_ALL   C_PRPS_LS &_SAP_ALL   C_PRPS_PRC&_SAP_ALL   C_PRPS_USR&_SAP_ALL   C_PRPS_VNR&_SAP_ALL   C_PSTX_ART&_SAP_ALL   C_PVS_GRID&_SAP_ALL   C_PVS_NOH &_SAP_ALL   C_PVS_PATY&_SAP_ALL   C_PVS_PNID&_SAP_ALL   C_PVS_PNTY&_SAP_ALL   C_PVS_PVID&_SAP_ALL   C_PVS_PVTY&_SAP_ALL   C_RESB_TRM&_SAP_ALL   C_RMSF_DVW&_SAP_ALL   C_RMSF_MOD&_SAP_ALL   C_RMSLWUI &_SAP_ALL   C_RMSL_LBL&_SAP_ALL   C_RMSR_BB_&_SAP_ALL   C_RMSR_CR_&_SAP_ALL   C_RMSR_RC_&_SAP_ALL   C_RMSR_RS_&_SAP_ALL   C_RMST_LAY&_SAP_ALL   C_RMS_MCH &_SAP_ALL   C_RMX_CI  &_SAP_ALL   C_RMX_TASK&_SAP_ALL   C_RMX_TRIA&_SAP_ALL   C_ROUT    &_SAP_ALL   C_ROUT_MAT&_SAP_ALL   C_SAFK    &_SAP_ALL   C_SCP_MOD &_SAP_ALL   C_SEQUENCE&_SAP_ALL   C_SHEB_TWL&_SAP_ALL   C_SHEP_TPG&_SAP_ALL   C_SHEP_TPP&_SAP_ALL   C_SHER_TD2&_SAP_ALL   C_SHER_TDH&_SAP_ALL   C_SHES_DOC&_SAP_ALL   C_SHES_TD2&_SAP_ALL   C_SHES_TDU&_SAP_ALL   C_SHES_TR2&_SAP_ALL   C_SHES_TRH&_SAP_ALL   C_SHES_TS2&_SAP_ALL   C_SHES_TST&_SAP_ALL   C_SHES_TV2&_SAP_ALL   C_SHES_TVH&_SAP_ALL   C_SIGN    &_SAP_ALL   C_SIGN_BGR&_SAP_ALL   C_SIMU_BGR&_SAP_ALL   C_SPEC_BGR&_SAP_ALL   C_STUE_BER&_SAP_ALL   C_STUE_MAS&_SAP_ALL   C_STUE_NOH&_SAP_ALL   C_STUE_WRK&_SAP_ALL   C_TCLA_BKA&_SAP_ALL   C_TCLS_BER&_SAP_ALL   C_TCLS_MNT&_SAP_ALL   C_TRAN    &_SAP_ALL   C_TREX_ADM&_SAP_ALL   C_TXX_TF  &_SAP_ALL   C_TXX_TV  &_SAP_ALL   C_TXX_TVC &_SAP_ALL   C_UNDO    &_SAP_ALL   C_VA02_CHK&_SAP_ALL   C_VARLIST &_SAP_ALL   C_VERS_ACT&_SAP_ALL   C_VKORG   &_SAP_ALL   C_WRFCHVAL&_SAP_ALL   C_WTY_ACT &_SAP_ALL   C_WTY_OBJ &_SAP_ALL   C_WTY_STAT&_SAP_ALL   DF_BAS_ALE&_SAP_ALL   DF_FOR_REL&_SAP_ALL   DF_INIT_AE&_SAP_ALL   DF_LM_EQXT&_SAP_ALL   DF_LM_TARG&_SAP_ALL   DF_MAT_PLN&_SAP_ALL   DF_ME_NAV &_SAP_ALL   DF_REL    &_SAP_ALL   DF_WM_ATR &_SAP_ALL   DF_WM_NAV &_SAP_ALL   DMS_USRGRP&_SAP_ALL   DRF_ADM   &_SAP_ALL   DRF_RECEIV&_SAP_ALL   D_AGRN    &_SAP_ALL   D_AIRLINE &_SAP_ALL   D_AIRLINES&_SAP_ALL   D_AIRPORT &_SAP_ALL   D_ANEG    &_SAP_ALL   D_ARRIVAL &_SAP_ALL   D_ARRIVALS&_SAP_ALL,Generated partial profile for SAP_ALL
210,&_SAP_ALL_03,A,11/09/2018,12:31:19 AM,DDIC,,G,"3,742",M D_BUDR    &_SAP_ALL   D_BUMS    &_SAP_ALL   D_CONT    &_SAP_ALL   D_DSCL    &_SAP_ALL   D_DSMSLIN &_SAP_ALL   D_FROL    &_SAP_ALL   D_INAG    &_SAP_ALL   D_IR      &_SAP_ALL   D_IRDR    &_SAP_ALL   D_MLM     &_SAP_ALL   D_PAIN    &_SAP_ALL   D_PPDR    &_SAP_ALL   D_PPMS    &_SAP_ALL   D_RLDB    &_SAP_ALL   D_SDDR    &_SAP_ALL   D_SDM     &_SAP_ALL   D_SDMS    &_SAP_ALL   D_SDPR    &_SAP_ALL   D_SDRE    &_SAP_ALL   D_SDRP    &_SAP_ALL   D_SD_TCODE&_SAP_ALL   D_SLSROUT &_SAP_ALL   D_STAG    &_SAP_ALL   D_STAGD   &_SAP_ALL   D_STAGM   &_SAP_ALL   D_STGD    &_SAP_ALL   D_STGM    &_SAP_ALL   D_TXMN    &_SAP_ALL   D_XMNRNR  &_SAP_ALL   D_XNDR    &_SAP_ALL   D_XNMS    &_SAP_ALL   EAML_EVT  &_SAP_ALL   EAML_LRP  &_SAP_ALL   EAMS_AUTCF&_SAP_ALL   EAMS_SV   &_SAP_ALL   EASYDM_FIL&_SAP_ALL   EASYDM_LAY&_SAP_ALL   ECM_CTXT  &_SAP_ALL   ECM_ORD   &_SAP_ALL   ECM_REQ   &_SAP_ALL   ECM_VAL   &_SAP_ALL   ECO_SHPGRP&_SAP_ALL   EDO_BUK   &_SAP_ALL   EDO_CL_DS &_SAP_ALL   EDO_CL_NR &_SAP_ALL   EDO_PROC  &_SAP_ALL   ERP_REPL  &_SAP_ALL   ERP_WEC_UM&_SAP_ALL   EXTBAT_CRE&_SAP_ALL   EXTBAT_MNT&_SAP_ALL   E_BILL_CL &_SAP_ALL   E_BULKY   &_SAP_ALL   E_B_BIL_PL&_SAP_ALL   E_CACS_ACC&_SAP_ALL   E_CACS_ADM&_SAP_ALL   E_CACS_AGR&_SAP_ALL   E_CACS_ALV&_SAP_ALL   E_CACS_APP&_SAP_ALL   E_CACS_BDL&_SAP_ALL   E_CACS_BK &_SAP_ALL   E_CACS_BR &_SAP_ALL   E_CACS_CHG&_SAP_ALL   E_CACS_COR&_SAP_ALL   E_CACS_CSD&_SAP_ALL   E_CACS_CTR&_SAP_ALL   E_CACS_DBC&_SAP_ALL   E_CACS_DBS&_SAP_ALL   E_CACS_DOC&_SAP_ALL   E_CACS_EDT&_SAP_ALL   E_CACS_FGB&_SAP_ALL   E_CACS_FGC&_SAP_ALL   E_CACS_GEN&_SAP_ALL   E_CACS_HRG&_SAP_ALL   E_CACS_INT&_SAP_ALL   E_CACS_MAS&_SAP_ALL   E_CACS_NSC&_SAP_ALL   E_CACS_OAA&_SAP_ALL   E_CACS_OBJ&_SAP_ALL   E_CACS_RCP&_SAP_ALL   E_CACS_RET&_SAP_ALL   E_CACS_REV&_SAP_ALL   E_CACS_SEG&_SAP_ALL   E_CACS_SFA&_SAP_ALL   E_CACS_SFC&_SAP_ALL   E_CACS_SLC&_SAP_ALL   E_CACS_SMA&_SAP_ALL   E_CACS_SMC&_SAP_ALL   E_CACS_STD&_SAP_ALL   E_CACS_TGR&_SAP_ALL   E_CACS_TGV&_SAP_ALL   E_CACS_TRU&_SAP_ALL   E_CACS_USG&_SAP_ALL   E_CAPAB   &_SAP_ALL   E_CERTIFCT&_SAP_ALL   E_CLEAN   &_SAP_ALL   E_CONNOBJ &_SAP_ALL   E_CONTRACT&_SAP_ALL   E_CRD_AS  &_SAP_ALL   E_CRD_M   &_SAP_ALL   E_CRD_PRNT&_SAP_ALL   E_CRFC_CHG&_SAP_ALL   E_CS_BUNIT&_SAP_ALL   E_CS_CACTT&_SAP_ALL   E_CS_CONGR&_SAP_ALL   E_CS_DEFRM&_SAP_ALL   E_CS_DIMEN&_SAP_ALL   E_CS_ITCLG&_SAP_ALL   E_CS_JEFRM&_SAP_ALL   E_CS_PERMO&_SAP_ALL   E_CS_RPTNG&_SAP_ALL   E_CS_RVERS&_SAP_ALL   E_CUST_CHG&_SAP_ALL   E_DEREG_WO&_SAP_ALL   E_DEVGRP  &_SAP_ALL   E_DEVLOC  &_SAP_ALL   E_DEV_CHNG&_SAP_ALL   E_DEV_PREL&_SAP_ALL   E_DEV_RATE&_SAP_ALL   E_DEV_REL &_SAP_ALL   E_DISCOUNT&_SAP_ALL   E_DISC_DOC&_SAP_ALL   E_DLVRYBAN&_SAP_ALL   E_DRGSCEN &_SAP_ALL   E_DTX_TASK&_SAP_ALL   E_EDM_PRF2&_SAP_ALL   E_EDM_PROF&_SAP_ALL   E_EDM_SETT&_SAP_ALL   E_ELOCDC  &_SAP_ALL   E_ELOCEO  &_SAP_ALL   E_GCONTRAC&_SAP_ALL   E_GRID    &_SAP_ALL   E_ICM_AL  &_SAP_ALL   E_ICM_PT  &_SAP_ALL   E_IDE_CHKT&_SAP_ALL   E_INSTCALC&_SAP_ALL   E_INSTLN  &_SAP_ALL   E_INSTLN2 &_SAP_ALL   E_INSTLN3 &_SAP_ALL   E_INST_REM&_SAP_ALL   E_INVOICE &_SAP_ALL   E_INV_DOC &_SAP_ALL   E_INV_ETHI&_SAP_ALL   E_LOG_REG &_SAP_ALL   E_LOYALACC&_SAP_ALL   E_METER_RR&_SAP_ALL   E_MOVE_IN &_SAP_ALL   E_MOVE_OUT&_SAP_ALL   E_MRD_UNIT&_SAP_ALL   E_MR_DOC  &_SAP_ALL   E_MR_DOC1 &_SAP_ALL   E_MR_DOC2 &_SAP_ALL   E_NBSERVI2&_SAP_ALL   E_NBSERVIC&_SAP_ALL   E_OPERAND &_SAP_ALL   E_ORDER   &_SAP_ALL   E_PCKGOODS&_SAP_ALL   E_PFO_ADM &_SAP_ALL   E_PFO_MAS &_SAP_ALL   E_PFO_OBJ &_SAP_ALL   E_POD     &_SAP_ALL   E_POD2    &_SAP_ALL   E_PORTION &_SAP_ALL   E_PRDOC   &_SAP_ALL   E_PREMISE &_SAP_ALL   E_PRESCL  &_SAP_ALL   E_PRICE1  &_SAP_ALL   E_PROF_IMP&_SAP_ALL   E_PROPERTY&_SAP_ALL   E_RATE    &_SAP_ALL   E_RATE_CAT&_SAP_ALL,Generated partial profile for SAP_ALL
