MANDT,AGR_NAME,LANGU,PROFILE,PTEXT
001,SAP_RFC_CORR_REQ,D,T_B0960143,Profil zur Rolle SAP_RFC_CORR_REQ
001,SAP_RFC_CORR_REQ,E,T_B0960143,Profile for role SAP_RFC_CORR_REQ
001,SAP_RRR_PROJ,D,T_56184217,Profil zur Aktivit�tsgruppe SAP_RRR_PROJ
001,SAP_RRR_USER,D,T_56184218,Profil zur Aktivit�tsgruppe SAP_RRR_USER
001,SAP_SAFE_USER,E,T_Y3670176,Profile for role SAP_SAFE_USER
001,SAP_SAML2_CFG_ADM,E,T_Y3670106,Profile for role SAP_SAML2_CFG_ADM
001,SAP_SAML2_CFG_DISPLAY,E,T_Y3670104,Profile for role SAP_SAML2_CFG_DISPLAY
001,SAP_SATELLITE_E2E,D,T_SD410295,S_AI_SMD_E2E
001,SAP_SATELLITE_E2E_DISP,E,T_C4090003,Profile for role SAP_SATELLITE_E2E_DISP
001,SAP_SDCCN_EXE,E,T_C2340008,Profile for role SAP_SDCCN_EXE
001,SAP_SECURITY_OPTIMIZATION,E,T_C4090068,Profile for role SAP_SECURITY_OPTIMIZATION
001,SAP_SHOW,D,T_BO770002,Profil zur Rolle SAP_SHOW
001,SAP_SLD_ADMINISTRATOR,D,T_B0960159,Profil zur Rolle SAP_SLD_ADMINISTRATOR
001,SAP_SLD_CONFIGURATOR,D,T_YD160027,Profil zur Rolle SAP_SLD_CONFIGURATOR
001,SAP_SLD_CONTENT_SYNC,D,T_Y3670129,Profil zur Rolle SAP_SLD_CONTENT_SYNC
001,SAP_SLD_DATA_SUPPLIER,D,T_Y3670128,Profil zur Rolle SAP_SLD_DATA_SUPPLIER
001,SAP_SLD_DEVELOPER,D,T_B0960156,Profil zur Rolle SAP_SLD_DEVELOPER
001,SAP_SLD_GUEST,D,T_B0960155,Profil zur Rolle SAP_SLD_GUEST
001,SAP_SLD_ORGANIZER,D,T_B0960158,Profil zur Rolle SAP_SLD_ORGANIZER
001,SAP_SLD_SUPPORT,D,T_Y3670127,Profil zur Rolle SAP_SLD_SUPPORT
001,SAP_SMAP_ADMIN,D,T_SMAPADMI,Profil zur Rolle SAP_SMAP_ADMIN
001,SAP_SM_S_RFCACL,E,T_C4090054,Profile for role SAP_SM_S_RFCACL
001,SAP_SM_S_USER_GRP,E,S_USER_GRP,Profile for role SAP_SM_S_USER_GRP
001,SAP_SPNEGO_CFG_ADM,E,T_Y3670141,Profile for role SAP_SPNEGO_CFG_ADM
001,SAP_SPNEGO_CFG_DISPLAY,E,T_Y3670140,Profile for role SAP_SPNEGO_CFG_DISPLAY
001,SAP_SV_FDB_NOTIF_BC_ADMIN,D,T_AA600008,Profil zur Rolle SAP_SV_FDB_NOTIF_BC_ADMIN
001,SAP_S_CSMREG,E,T_YA670120,Profile for role SAP_S_CSMREG
001,SAP_S_CSMREG_PI,D,T_C2340006,Profil zur Rolle SAP_S_CSMREG_PI
001,SAP_S_SWCM,E,T_C2340064,Profile for role SAP_S_SWCM
001,SAP_TAMO_RFC,D,T_TAMO_RFC,Profil zur Rolle SAP_TAMO_RFC
001,SAP_TEST_JK_EINZEL1,D,T_BE110235,Profil zur Rolle SAP_TEST_JK_EINZEL1
001,SAP_TEST_PB_INTEGRATION,D,T_Y3670126,Profil zur Rolle SAP_TEST_PB_INTEGRATION
001,SAP_TIM_RFC,D,T_TIM_RFC_,Profil zur Rolle SAP_TIM_RFC
001,SAP_TPMO_RFC,E,T_TPMO_RFC,Profile for role SAP_TPMO_RFC
001,SAP_TRANSLATOR,E,T_TRANSLAT,Profile for role SAP_TRANSLATOR
001,SAP_TRANSLCOORD,D,T_TRANCOOR,Profil zur Rolle SAP_TRANSLCOORD
001,SAP_TRANSLENV_ADM,D,T_TRAN_ENV,Profil zur Rolle SAP_TRANSLENV_ADM
001,SAP_TRANSLPARTNERCOORD,D,T_TRAPACOO,Profil zur Rolle SAP_TRANSLPARTNERCOORD
001,SAP_TRANSLRFC,E,T_BL010001,Profile for role SAP_TRANSLRFC
001,SAP_TRANSLSUPERCOORD,D,T_TRASUPCO,Profil zur Rolle SAP_TRANSLSUPERCOORD
001,SAP_TRANSLWLU,E,T_Y3670081,Profile for role SAP_TRANSLWLU
001,SAP_TRANSL_BILL,D,T_TRANSLBI,Profil zur Rolle SAP_TRANSL_BILL
001,SAP_TRANSL_RFC,D,T_TRAN_RFC,Profil zur Rolle SAP_TRANSL_RFC
001,SAP_TRANSL_ST62,D,T_TRANST62,Profil zur Rolle SAP_TRANSL_ST62
001,SAP_TREX_ADM,D,T_BE113221,Profil zur Rolle SAP_TREX_ADM
001,SAP_TWB_ADMINISTRATOR,D,S_TWB_RALL,Profil zur Rolle SAP_TWB_ADMINISTRATOR
001,SAP_TWB_COORDINATOR,D,T_BE110018,Profil zur Rolle SAP_TWB_COORDINATOR
001,SAP_TWB_TESTER,D,T_BE110017,Profil zur Rolle SAP_TWB_TESTER
001,SAP_UMG_ADMIN_ALL,E,T_YA670500,Profile for role SAP_UMG_ADMIN_ALL
001,SAP_UMG_VOCAB_ALL,E,T_YA670501,Profile for role SAP_UMG_VOCAB_ALL
001,SAP_WD_CHIPS_DISPLAY,D,T_Y2190100,Profil zur Rolle SAP_WD_CHIPS_DISPLAY
001,SAP_WPS_USER,D,T_QN360118,Profil zur Rolle SAP_WPS_USER
001,SAP_XI_ADMINISTRATOR_ABAP,D,T_BI560002,Profil zur Rolle SAP_XI_ADMINISTRATOR_ABAP
001,SAP_XI_ADMINISTRATOR_J2EE,D,T_YB250049,Profil zur Rolle SAP_XI_ADMINISTRATOR_J2EE
001,SAP_XI_ALERT_CONSUMER,E,T_X1940113,Profile for role SAP_XI_ALERT_CONSUMER
001,SAP_XI_APPL_SERV_USER,D,T_YB250030,Profil zur Rolle SAP_XI_APPL_SERV_USER
001,SAP_XI_BPE_ADMINISTRATOR_ABAP,D,T_Y2670002,Profil zur Rolle SAP_XI_BPE_ADMINISTRATOR_ABAP
001,SAP_XI_BPE_ADMINISTRATOR_J2EE,E,T_X1990086,Profile for role SAP_XI_BPE_ADMINISTRATOR_J2EE
001,SAP_XI_BPE_CONFIGURATOR_ABAP,D,T_X1990092,Profil zur Rolle SAP_XI_BPE_CONFIGURATOR_ABAP
001,SAP_XI_BPE_MONITOR_ABAP,D,T_X1990090,Profil zur Rolle SAP_XI_BPE_MONITOR_ABAP
001,SAP_XI_BPE_MONITOR_J2EE,E,T_X1990087,Profile for role SAP_XI_BPE_MONITOR_J2EE
001,SAP_XI_BPE_SERV_USER,D,T_YA670222,Profil zur Rolle SAP_XI_BPE_SERV_USER
001,SAP_XI_CACHE_SERV_USER,D,T_LA930159,Profil zur Rolle SAP_XI_CACHE_SERV_USER
001,SAP_XI_CMS_SERV_USER,D,T_YA670021,Profil zur Rolle SAP_XI_CMS_SERV_USER
001,SAP_XI_CONFIGURATOR_ABAP,D,T_BI560001,Profil zur Rolle SAP_XI_CONFIGURATOR_ABAP
001,SAP_XI_CONFIGURATOR_EXT_J2EE,E,T_X1940101,Profile for role SAP_XI_CONFIGURATOR_EXT_J2EE
001,SAP_XI_CONFIGURATOR_J2EE,D,T_YB250046,Profil zur Rolle SAP_XI_CONFIGURATOR_J2EE
001,SAP_XI_CONTENT_ORGANIZER_ABAP,D,T_YB250055,Profil zur Rolle SAP_XI_CONTENT_ORGANIZER_ABAP
001,SAP_XI_CONTENT_ORGANIZER_J2EE,D,T_YB250047,Profil zur Rolle SAP_XI_CONTENT_ORGANIZER_J2EE
001,SAP_XI_DEMOAPP,D,T_YD160050,Profil zur Rolle SAP_XI_DEMOAPP
001,SAP_XI_DEVELOPER_ABAP,D,T_YB250045,Profil zur Rolle SAP_XI_DEVELOPER_ABAP
001,SAP_XI_DEVELOPER_J2EE,D,T_YB250041,Profil zur Rolle SAP_XI_DEVELOPER_J2EE
001,SAP_XI_DISPLAY_USER_ABAP,D,T_BI560004,Profil zur Rolle SAP_XI_DISPLAY_USER_ABAP
001,SAP_XI_DISPLAY_USER_J2EE,D,T_YB250050,Profil zur Rolle SAP_XI_DISPLAY_USER_J2EE
001,SAP_XI_ID_SERV_USER,D,T_YB250028,Profil zur Rolle SAP_XI_ID_SERV_USER
001,SAP_XI_IR_SERV_USER,D,T_Y1620037,Profil zur Rolle SAP_XI_IR_SERV_USER
001,SAP_XI_IS_SERV_USER,D,T_Y1620035,Profil zur Rolle SAP_XI_IS_SERV_USER
001,SAP_XI_MESSAGE_MODIFY,D,T_YA670184,Profil zur Rolle SAP_XI_MESSAGE_MODIFY
001,SAP_XI_MONITOR_ABAP,D,T_BI560003,Profil zur Rolle SAP_XI_MONITOR_ABAP
001,SAP_XI_MONITOR_J2EE,D,T_YB250048,Profil zur Rolle SAP_XI_MONITOR_J2EE
001,SAP_XI_RWB_SERV_USER,D,T_Y1620046,Profil zur Rolle SAP_XI_RWB_SERV_USER
001,SAP_XI_SUPPORT_ABAP,D,T_YA670153,Profil zur Rolle SAP_XI_SUPPORT_ABAP
001,SAP_XI_SUPPORT_J2EE,D,T_YA670154,Profil zur Rolle SAP_XI_SUPPORT_J2EE
001,SEC_DIAG_TOOL_VIEWER,E,T_Y3670098,Profile for role SEC_DIAG_TOOL_VIEWER
001,ZAC_TEST,E,T-NL310005,Profile for role ZAC_TEST
001,ZAC_TEST_RANGE,E,T-NL310004,Profile for role ZAC_TEST_RANGE
001,ZDMH_TEMPLATE_ROLE,D,T_B3590010,Profil zur Rolle ZDMH_TEMPLATE_ROLE
001,ZSAP_BPC_BTCH_JOB,E,T_EF107527,Profile for role ZSAP_BPC_BTCH_JOB
001,ZSAP_BPC_CLM_EXPORT,E,T_EG450028,Profile for role ZSAP_BPC_CLM_EXPORT
001,ZSAP_BPC_CLM_IMPORT,E,T_EG450029,Profile for role ZSAP_BPC_CLM_IMPORT
001,ZSAP_BPC_RFCACL_DEVELOPER,E,T_EG450030,Profile for role ZSAP_BPC_RFCACL_DEVELOPER
001,ZSAP_BPC_RFC_DESTINATIONS,E,T_EG450031,Profile for role ZSAP_BPC_RFC_DESTINATIONS
001,Z_ENTWICKLER_BC3,D,T_B3590005,Profil zur Rolle Z_ENTWICKLER_BC3
