MANDT,AGR_NAME,COUNTER,PROFILE,VARIANT,GENERATED,PSTATE
210,SAP_EHS_DGP_DG_PRODUCT_RELEASE,1,T_PN460003,,X,
210,SAP_EHS_DGP_DISPLAYLIST,1,T_71000029,,X,
210,SAP_EHS_DGP_MASTERDATA,1,T_71000030,,X,
210,SAP_EHS_DGP_MASTERDATASHOW,1,T_71000059,,X,
210,SAP_EHS_DGP_PHRASES,1,T_71000061,,X,
210,SAP_EHS_DGP_REPORTINFO,1,T_71000106,,X,
210,SAP_EHS_DGP_SUBSTANCEDATA,1,T_71000107,,X,
210,SAP_EHS_IHS_AGENT,1,T_71000042,,X,
210,SAP_EHS_IHS_AMOUNTDETERMIATION,1,T_71000086,,X,
210,SAP_EHS_IHS_BUSINESSPARTNER,1,T_71000069,,X,
210,SAP_EHS_IHS_EXPOSURELOG,1,T_71000039,,X,
210,SAP_EHS_IHS_INCIDENTLOG,1,T_71000040,,X,
210,SAP_EHS_IHS_INFOSYSTEM,1,T_S8910015,,X,
210,SAP_EHS_IHS_INJURYLOG,1,T_71000041,,X,
210,SAP_EHS_IHS_PHRASES,1,T_71000062,,X,
210,SAP_EHS_IHS_REPORTINFO,1,T_71000064,,X,
210,SAP_EHS_IHS_RISKASSESSMENT,1,T_S8910006,,X,
210,SAP_EHS_IHS_SERVICE,1,T_71000087,,X,
210,SAP_EHS_IHS_WORKAREA,1,T_71000038,,X,
210,SAP_EHS_OH_AMBSERV,1,T_71000120,,X,A
210,SAP_EHS_OH_ASSIGN,1,T_71000077,,X,
210,SAP_EHS_OH_BUPT,1,T_71000079,,X,
210,SAP_EHS_OH_EVAL,1,T_71000076,,X,
210,SAP_EHS_OH_EVAL_NEW,1,T_S8910012,,X,A
210,SAP_EHS_OH_EXAM,1,T_71000121,,X,
210,SAP_EHS_OH_IMPORT,1,T_71000123,,X,
210,SAP_EHS_OH_INJURYLOG,1,T_71000129,,X,
210,SAP_EHS_OH_MEDSERV,1,T_71000075,,X,
210,SAP_EHS_OH_PERSSEL,1,T_71000074,,X,
210,SAP_EHS_OH_QUEST,1,T_71000124,,X,
210,SAP_EHS_OH_SERVICE,1,T_71000128,,X,
210,SAP_EHS_OH_SET,1,T_71000082,,X,
210,SAP_EHS_SAF_BOMBOS,1,T_71000105,,X,
210,SAP_EHS_SAF_DATASENDING,1,T_71000020,,X,
210,SAP_EHS_SAF_DATATRANSFER,1,T_71000021,,X,
210,SAP_EHS_SAF_PHRASES,1,T_71000022,,X,
210,SAP_EHS_SAF_REPORTEDIT,1,T_71000023,,X,
210,SAP_EHS_SAF_REPORTGENERATION,1,T_71000024,,X,
210,SAP_EHS_SAF_REPORTINFO,1,T_71000025,,X,
210,SAP_EHS_SAF_REPORTSHIPPING,1,T_71000036,,X,
210,SAP_EHS_SAF_REPORTSHOW,1,T_71000067,,X,
210,SAP_EHS_SAF_SUBSTANCEDATA,1,T_71000026,,X,
210,SAP_EHS_SAF_SUBSTANCEINFO,1,T_71000037,,X,
210,SAP_EHS_SAF_SUBSTANCESHOW,1,T_71000058,,X,
210,SAP_EHS_WA_BUSINESSPARTNER,1,T_71000117,,X,
210,SAP_EHS_WA_DATATRANSFER,1,T_71000119,,X,
210,SAP_EHS_WA_DISPOSAL_DOCUMENTS,1,T_71000116,,X,
210,SAP_EHS_WA_DISPOSAL_PROCESSING,1,T_71000115,,X,
210,SAP_EHS_WA_EHSW_1,1,T_S8910014,,X,
210,SAP_EHS_WA_INFOSYSTEM,1,T_71000131,,X,
210,SAP_EHS_WA_REPORTEDIT,1,T_71000127,,X,
210,SAP_EHS_WA_REPORTGENERATION,1,T_71000126,,X,
210,SAP_EHS_WA_REPORTSHIPPING,1,T_71000132,,X,
210,SAP_EHS_WA_WASTECODE,1,T_71000130,,X,
210,SAP_EHS_WA_WASTEINFO,1,T_71000118,,X,
210,SAP_EHS_WA_WASTE_SPEZIFICATION,1,T_71000114,,X,
210,SAP_EMPLOYEE_ERP05_AR,1,T_XN500014,,X,
210,SAP_EMPLOYEE_ERP05_AT,1,T_XN500015,,X,
210,SAP_EMPLOYEE_ERP05_AU,1,T_XN500016,,X,
210,SAP_EMPLOYEE_ERP05_BE,1,T_XN500017,,X,
210,SAP_EMPLOYEE_ERP05_BR,1,T_XN500018,,X,
210,SAP_EMPLOYEE_ERP05_CA,1,T_XN500019,,X,
210,SAP_EMPLOYEE_ERP05_CH,1,T_XN500020,,X,
210,SAP_EMPLOYEE_ERP05_CN,1,T_XN500021,,X,
210,SAP_EMPLOYEE_ERP05_DE,1,T_XN500022,,X,
210,SAP_EMPLOYEE_ERP05_DK,1,T_XN500023,,X,
210,SAP_EMPLOYEE_ERP05_ES,1,T_XN500024,,X,
210,SAP_EMPLOYEE_ERP05_FR,1,T_XN500025,,X,
210,SAP_EMPLOYEE_ERP05_GB,1,T_XN500026,,X,
210,SAP_EMPLOYEE_ERP05_HK,1,T_XN500027,,X,
210,SAP_EMPLOYEE_ERP05_ID,1,T_XN500028,,X,
210,SAP_EMPLOYEE_ERP05_IE,1,T_XN500029,,X,
210,SAP_EMPLOYEE_ERP05_IT,1,T_XN500030,,X,
210,SAP_EMPLOYEE_ERP05_JP,1,T_XN500031,,X,
210,SAP_EMPLOYEE_ERP05_KR,1,T_XN500032,,X,
210,SAP_EMPLOYEE_ERP05_MX,1,T_XN500033,,X,
210,SAP_EMPLOYEE_ERP05_MY,1,T_XN500013,,X,
210,SAP_EMPLOYEE_ERP05_NL,1,T_XN500034,,X,
210,SAP_EMPLOYEE_ERP05_NO,1,T_XN500035,,X,
210,SAP_EMPLOYEE_ERP05_NZ,1,T_XN500036,,X,
210,SAP_EMPLOYEE_ERP05_PH,1,T_XN500037,,X,
210,SAP_EMPLOYEE_ERP05_PT,1,T_XN500038,,X,
210,SAP_EMPLOYEE_ERP05_SE,1,T_XN500039,,X,
210,SAP_EMPLOYEE_ERP05_SG,1,T_XN500040,,X,
210,SAP_EMPLOYEE_ERP05_TH,1,T_XN500041,,X,
210,SAP_EMPLOYEE_ERP05_TW,1,T_XN500042,,X,
210,SAP_EMPLOYEE_ERP05_US,1,T_XN500043,,X,
210,SAP_EMPLOYEE_ERP05_VE,1,T_XN500044,,X,
210,SAP_EMPLOYEE_ERP05_ZA,1,T_XN500045,,X,
210,SAP_EPM_PLANT_MANAGER,1,T_S0500010,,X,A
210,SAP_EPM_PLANT_MANAGER_ADMIN,1,T_S0500008,,X,A
210,SAP_ESSUSER,1,T_80000224,,X,
210,SAP_ESSUSER_ERP,1,T_FD400017,,X,A
210,SAP_ESSUSER_ERP05,1,T_XN500046,,X,
210,SAP_FIN_FSCM_COL_ADMIN,1,T_S3210055,,X,
210,SAP_FIN_FSCM_COL_AR_ADMIN,1,T_PO170014,,X,
210,SAP_FIN_FSCM_COL_AR_RFC_COMM,1,T_AA320037,,X,
210,SAP_FIN_FSCM_COL_AR_RFC_DIALOG,1,T_PO170013,,X,
210,SAP_FIN_FSCM_COL_DIALOG,1,T_S6930004,,X,
210,SAP_FIN_FSCM_COL_MANAGER,1,T_S3210054,,X,A
210,SAP_FIN_FSCM_COL_RFC_COMM,1,T_S6930006,,X,
210,SAP_FIN_FSCM_COL_RFC_DIALOG,1,T_S6930005,,X,
210,SAP_FIN_FSCM_COL_SPECIALIST,1,T_S3210053,,X,
210,SAP_FIN_FSCM_CR_USER,1,T_S3210010,,X,A
210,SAP_FIN_FSCM_DM_AR_DIALOG,1,T_AA320038,,X,
210,SAP_FIN_FSCM_DM_AR_RFC_COMM,1,T_AA320040,,X,
210,SAP_FIN_FSCM_DM_AR_RFC_DIALOG,1,T_AA320039,,X,
210,SAP_FIN_FSCM_DM_DIALOG,1,T_S6930003,,X,
210,SAP_FIN_FSCM_DM_RFC_COMM,1,T_S6930001,,X,
210,SAP_FIN_FSCM_DM_RFC_DIALOG,1,T_S3210038,,X,
210,SAP_FIN_FSCM_DM_USER,1,T_S3210009,,X,
210,SAP_FI_AA_ASSET_ARCHIVING,1,T_P0920185,,X,
210,SAP_FI_AA_ASSET_CAPITALIZATION,1,T_PC220098,,X,
210,SAP_FI_AA_ASSET_ENVIRONMENT,1,T_P0920184,,X,
210,SAP_FI_AA_ASSET_EXPLORER,1,T_P0920154,,X,
210,SAP_FI_AA_ASSET_INFOSYSTEM,1,T_P0920247,,X,
210,SAP_FI_AA_ASSET_MASTER_DATA,1,T_P0920145,,X,
210,SAP_FI_AA_ASSET_REVALUATION,1,T_PC220096,,X,
210,SAP_FI_AA_ASSET_TRANSACTIONS,1,T_P0920753,,X,
210,SAP_FI_AA_CURRENT_SETTINGS,1,T_PC220093,,X,
210,SAP_FI_AA_EVERY_MANAGER,1,T_P0920561,,X,
210,SAP_FI_AA_GROUP_ASSET,1,T_P0920151,,X,
210,SAP_FI_AA_KEY_REPORTS,1,T_P0920270,,X,
210,SAP_FI_AA_PERIODIC_PROCESSING,1,T_PC220055,,X,
210,SAP_FI_AA_PROBLEM_ANALYSIS,1,T_PC220100,,X,
210,SAP_FI_AP_BALANCE_CARRYFORWARD,1,T_P0920825,,X,
210,SAP_FI_AP_CHANGE_LINE_ITEMS,1,T_P0920554,,X,
210,SAP_FI_AP_CHANGE_PARKED_DOCUM,1,T_P0920563,,X,
210,SAP_FI_AP_CHECK_MAINTENANCE,1,T_P0920207,,X,
210,SAP_FI_AP_CLEAR_OPEN_ITEMS,1,T_P0920556,,X,
210,SAP_FI_AP_DISPLAY_DOCUMENTS,1,T_P0920560,,X,
210,SAP_FI_AP_DISPLAY_MASTER_DATA,1,T_PC220049,,X,
210,SAP_FI_AP_DISPLAY_PARKED_DOCUM,1,T_P0921009,,X,
210,SAP_FI_AP_INTEREST_CALCULATION,1,T_P0920575,,X,
210,SAP_FI_AP_INTERNET_FUNCTIONS,1,T_P0920775,,X,
210,SAP_FI_AP_KEY_REPORTS,1,T_P0920233,,X,
210,SAP_FI_AP_MANUAL_PAYMENT,1,T_P0920234,,X,
210,SAP_FI_AP_PARK_DOCUMENT,1,T_P0920562,,X,
210,SAP_FI_AP_PAYMENT_BILL_OF_EXCH,1,T_P0920235,,X,
210,SAP_FI_AP_PAYMENT_CHECKS,1,T_P0920236,,X,
210,SAP_FI_AP_PAYMENT_PARAMETERS,1,T_P0920985,,X,
210,SAP_FI_AP_PAYMENT_PROPOSAL,1,T_P0920986,,X,
210,SAP_FI_AP_PAYMENT_RUN,1,T_P0920987,,X,
210,SAP_FI_AP_PERIOD_END_ACTIVITY,1,T_P0920237,,X,
210,SAP_FI_AP_POST_PARKED_DOCUM,1,T_P0920564,,X,
210,SAP_FI_AP_RECURRING_DOCUMENTS,1,T_P0920566,,X,
210,SAP_FI_AP_SAMPLE_DOCUMENTS,1,T_P0921010,,X,
210,SAP_FI_AP_VALUATION,1,T_P0920576,,X,
210,SAP_FI_AR_BALANCE_CARRYFORWARD,1,T_P0920579,,X,
210,SAP_FI_AR_CHANGE-REVERSE,1,T_P0920368,,X,
210,SAP_FI_AR_CHANGE_LINE_ITEMS,1,T_P0920551,,X,
210,SAP_FI_AR_CHANGE_PARKED_DOCUM,1,T_P0920512,,X,
210,SAP_FI_AR_CLEAR_OPEN_ITEMS,1,T_P0920557,,X,
210,SAP_FI_AR_CREDIT_MASTER_DATA,1,T_P0920297,,X,
210,SAP_FI_AR_CUST_DOWN_PAYMENTS,1,T_P0920298,,X,
210,SAP_FI_AR_DISPLAY_DOCUMENTS,1,T_P0920559,,X,
210,SAP_FI_AR_DISPLAY_PARKED_DOCUM,1,T_P0920514,,X,
210,SAP_FI_AR_INTERNET_FUNCTIONS,1,T_P0920776,,X,
210,SAP_FI_AR_PARK_DOCUMENT,1,T_P0920469,,X,
210,SAP_FI_AR_POST_ENTRIES,1,T_P0920369,,X,
210,SAP_FI_AR_POST_MANUAL_PAYMENTS,1,T_P0920359,,X,
210,SAP_FI_AR_POST_PARKED_DOCUMENT,1,T_P0920508,,X,
210,SAP_FI_AR_PRINT_CORRESPONDENCE,1,T_P0920367,,X,
210,SAP_FI_AR_RECURRING_DOCUMENTS,1,T_P0920524,,X,
210,SAP_FI_AR_SAMPLE_DOCUMENTS,1,T_P0920523,,X,
210,SAP_FI_AR_VALUATION,1,T_P0920552,,X,
210,SAP_FI_BL_ACCOUNT_REPORTS,1,T_P0920806,,X,
210,SAP_FI_BL_BANK_MASTERDAT_DISPL,1,T_P0920822,,X,
210,SAP_FI_BL_BANK_MASTER_DATA,1,T_P0920191,,X,
210,SAP_FI_BL_BILL_OF_EX_PRESENT,1,T_P0920569,,X,
210,SAP_FI_BL_CASHED_CHECKS,1,T_P0920854,,X,
210,SAP_FI_BL_CASH_JOURNAL,1,T_P0920597,,X,
210,SAP_FI_BL_CHECK_DELETE,1,T_P0920652,,X,
210,SAP_FI_BL_CHECK_DEPOSIT,1,T_P0920657,,X,
210,SAP_FI_BL_CHECK_MANAGEMENT,1,T_P0920653,,X,
210,SAP_FI_BL_INTRADAY_STATEMENT,1,T_P0920891,,X,
210,SAP_FI_BL_LOCKBOX,1,T_P0920567,,X,
210,SAP_FI_BL_ONLINE_PAYMENT,1,T_P0920651,,X,
210,SAP_FI_BL_PAYMENT_TRANSACTIONS,1,T_P0920565,,X,
210,SAP_FI_BL_POR_PROCEDURE,1,T_P0920907,,X,
210,SAP_FI_BL_RETURNED_BILL_OF_EX,1,T_P0920887,,X,
210,SAP_FI_CA_ACCOUNT_MAIN_REVERS,1,T_K4430007,,X,
210,SAP_FI_CA_ADMIN_POSTING,1,T_S4060039,,X,
210,SAP_FI_CA_ARCHIVING,1,T_S4060004,,X,
210,SAP_FI_CA_BANK_ACC_STATMENT,1,T_S4060040,,X,
210,SAP_FI_CA_BUSINESS_PARTNER,1,T_K4430002,,X,
210,SAP_FI_CA_CASH_DEPOSIT,1,T_S4060041,,X,
210,SAP_FI_CA_CHECK_ISSUE,1,T_S4060007,,X,
210,SAP_FI_CA_CHECK_MANAGEMENT,1,T_S4060008,,X,
210,SAP_FI_CA_CLOSING_OPERATIONS,1,T_S4060042,,X,
210,SAP_FI_CA_CONTRACT_ACCOUNT,1,T_K4430011,,X,
210,SAP_FI_CA_CORRESPONDENCE,1,T_S4060058,,X,
210,SAP_FI_CA_CSH_DEP_INTEREST_CAL,1,T_S4060044,,X,
210,SAP_FI_CA_DEBMEMOS_PAYMENTRUN,1,T_S4060012,,X,
210,SAP_FI_CA_DUNNING,1,T_S4060045,,X,
210,SAP_FI_CA_INCOMMING_PAYMENTS,1,T_S4060014,,X,
210,SAP_FI_CA_INFOSYSTEM,1,T_S4060015,,X,
210,SAP_FI_CA_INFOSYSTEM_ADMINISTR,1,T_S4060016,,X,
210,SAP_FI_CA_LEGAL_REPORTING_BE,1,T_S4060017,,X,
210,SAP_FI_CA_LEGAL_REPORTING_ES,1,T_S4060019,,X,
210,SAP_FI_CA_MANUAL_POSTINGS,1,T_K4430005,,X,
210,SAP_FI_CA_MASS_PROCESS_ADMINIS,1,T_S4060020,,X,
210,SAP_FI_CA_MASTER_DATA_ADMINIST,1,T_S4060022,,X,
210,SAP_FI_CA_OUTSTANDING_PAYMENTS,1,T_S4060046,,X,
210,SAP_FI_CA_PARTNER_ACCOUNT_INFO,1,T_K4430001,,X,
210,SAP_FI_CA_PAYCARD_ORG_EXT_COLL,1,T_S4060048,,X,
210,SAP_FI_CA_PAYMENTS_AT_CASHDESK,1,T_S4060049,,X,
210,SAP_FI_CA_POSTING_DATA_TRANSFR,1,T_S4060050,,X,
210,SAP_FI_CA_RECEIVABLES_ADMINIST,1,T_S4060057,,X,
210,SAP_FI_CA_RECONCILIATION_KEY,1,T_S4060053,,X,
210,SAP_FI_CA_RETURNS_PROCESSING,1,T_S4060054,,X,
210,SAP_FI_CA_SPECIAL_FUNCTIONS_AR,1,T_S4060035,,X,
210,SAP_FI_CA_TRANSFER_GL_PROFIT,1,T_S4060055,,X,
210,SAP_FI_EMPLOYEE,1,T_PC220090,,X,
210,SAP_FI_FM_ALL_DK,1,T_PN720018,,X,
210,SAP_FI_FM_ALL_STANDARD,1,T_PN720019,,X,
210,SAP_FI_FSCM_ACT_ALL,1,T_AA320013,,X,
210,SAP_FI_FSCM_ALL,1,T_AA320019,,X,
210,SAP_FI_FSCM_ALL_BD,1,T_K4100014,,X,
210,SAP_FI_FSCM_BD_AGENT,1,T_K4100004,,X,
210,SAP_FI_FSCM_BD_ALL,1,T_K4100002,,X,
210,SAP_FI_FSCM_BD_DISPUTE,1,T_K4100005,,X,
210,SAP_FI_FSCM_BD_MAINTAIN,1,T_K4100006,,X,
210,SAP_FI_FSCM_BD_PAY,1,T_K4100008,,X,
210,SAP_FI_FSCM_BD_POOL,1,T_K4100010,,X,
210,SAP_FI_FSCM_BD_SHOW,1,T_K4100003,,X,
210,SAP_FI_GL_ACCOUNT_CHANGE_REQUE,1,T_P0920821,,X,
210,SAP_FI_GL_ACCT_MASTER_DATA,1,T_P0920167,,X,
210,SAP_FI_GL_BALANCE_CARRYFORWARD,1,T_P0920174,,X,
210,SAP_FI_GL_CHANGE_PARKED_DOCUM,1,T_P0920447,,X,
210,SAP_FI_GL_CONS_PREPARATIONS,1,T_P0920583,,X,
210,SAP_FI_GL_CURRENCY_VALUATION,1,T_P0920451,,X,
210,SAP_FI_GL_DISPLAY_DOCUMENTS,1,T_P0920177,,X,
210,SAP_FI_GL_DISPLAY_MASTER_DATA,1,T_P0920188,,X,
210,SAP_FI_GL_DISPLAY_PARKED_DOCUM,1,T_P0920446,,X,
210,SAP_FI_GL_EXCHANGE_RATE_TABLE,1,T_P0920975,,X,
210,SAP_FI_GL_INTEREST_CALCULATION,1,T_P0920450,,X,
210,SAP_FI_GL_INTEREST_RATE_TABLES,1,T_P0920973,,X,
210,SAP_FI_GL_KEY_REPORTS,1,T_P0920195,,X,
210,SAP_FI_GL_PARK_DOCUMENT,1,T_P0920422,,X,
210,SAP_FI_GL_PERIODIC_ENTRIES,1,T_P0920196,,X,
210,SAP_FI_GL_POST_PARKED_DOCUMENT,1,T_P0920445,,X,
210,SAP_FI_GL_RECURRING_DOCUMENTS,1,T_P0920449,,X,
210,SAP_FI_GL_SAMPLE_DOCUMENTS,1,T_P0920448,,X,
210,SAP_FI_GM_GRANT_ANALYST,1,T_PN720006,,X,
210,SAP_FI_GM_GRANT_MANAGER,1,T_PN720007,,X,
210,SAP_FI_GM_PROGRAM_ANALYST,1,T_PN720008,,X,
210,SAP_FI_GM_PROGRAM_MANAGER,1,T_PN720009,,X,
210,SAP_FI_GM_PROJECT_MANAGER,1,T_PN720010,,X,
210,SAP_FI_MAINTAIN_WORKLISTS,1,T_P0920978,,X,
210,SAP_FI_SL_ACTUAL_ASSESSMENT,1,T_P0920935,,X,
210,SAP_FI_SL_ACTUAL_POSTINGS,1,T_P0920936,,X,
210,SAP_FI_SL_BATCH_JOBS,1,T_P0920884,,X,
210,SAP_FI_SL_DISPLAY_DOCUMENTS,1,T_P0920880,,X,
210,SAP_FI_SL_DISPLAY_PLAN,1,T_P0920874,,X,
210,SAP_FI_SL_MODIFY_PLAN,1,T_P0920873,,X,
210,SAP_FI_SL_PLAN_ASSESSMENT,1,T_P0920876,,X,
210,SAP_FI_SL_PLAN_DISTRIBUTION,1,T_P0920875,,X,
210,SAP_FI_SL_ROLLUP,1,T_P0920883,,X,
210,SAP_FI_TAX_LEGAL_REPORTING,1,T_P0920578,,X,
210,SAP_FI_TAX_VAT,1,T_P0920909,,X,
210,SAP_FI_TAX_WITHHOLDING_TAX,1,T_P0920938,,X,
210,SAP_FI_TV_ADMINISTRATOR,1,T_AR010162,,X,A
210,SAP_FI_TV_ADVANCE_PAYER,1,T_AR010157,,X,
210,SAP_FI_TV_MANAGER_GENERIC,1,T_LC780015,,X,A
210,SAP_FI_TV_TRAVELER,1,T_AR010153,,X,A
210,SAP_FI_TV_TRAVEL_ASSISTANT,1,T_AR010155,,X,A
210,SAP_FI_TV_TRAVEL_MANAGER,1,T_AR010163,,X,A
210,SAP_FMCA_BP_EXT,1,T_K4610007,,X,A
210,SAP_FMCA_CA_ALL,1,T_K4610012,,X,A
210,SAP_FMCA_CA_BRAZIL,1,T_K4610022,,X,A
210,SAP_FMCA_CA_USA,1,T_K4610021,,X,A
210,SAP_FMCA_CUST,1,T_K4610020,,X,A
210,SAP_FMCA_PWB,1,T_K4610019,,X,A
210,SAP_FRAMEWORK_REGISTRY,1,T_BE110941,,X,
210,SAP_FSCM_BD_AR_POOL_RW,1,T_AA320033,,X,
210,SAP_FSCM_BD_CA_POOL_RW,1,T_K4100018,,X,
210,SAP_FSCM_IHC_SUPERVISOR,1,T_PN340016,,X,A
210,SAP_FS_CMS_ADMIN,1,T_PN340024,,X,A
210,SAP_FS_CMS_ALL,1,T_AN320048,,X,A
210,SAP_FS_CMS_COL_AUDITOR,1,T_PN340028,,X,A
210,SAP_FS_CMS_CREDIT_MANAGER,1,T_PN340030,,X,A
210,SAP_FS_CMS_CREDIT_RISK_MANAGER,1,T_PN340029,,X,A
210,SAP_FS_CMS_CUST_ALL,1,T_PN340023,,X,A
210,SAP_FS_CMS_DISPLAY_ALL,1,T_PN340020,,X,A
210,SAP_FS_CMS_LIQUIDATION_OFFICER,1,T_PN460013,,X,A
210,SAP_FS_CMS_MAINTAIN_ALL,1,T_PN340021,,X,A
210,SAP_FS_CMS_MAINTAIN_ALL_PRC,1,T_PN340022,,X,A
210,SAP_GKFM_ADMINISTRATOR,1,T_SB010003,,X,A
210,SAP_GKFM_USER,1,T_SB010002,,X,A
210,SAP_HR_BN_BEN-COMP-MANAGER,1,T_P0920157,,X,
210,SAP_HR_BN_CA_HR-ADMINISTRATOR,1,T_P0920170,,X,
210,SAP_HR_BN_HR-ADMINISTRATOR,1,T_P0920160,,X,
210,SAP_HR_BN_HR-MANAGER,1,T_P0920158,,X,
210,SAP_HR_BN_MANAGER,1,T_P0920159,,X,
210,SAP_HR_BN_US_BEN-COMP-MANAGER,1,T_P0920398,,X,
210,SAP_HR_CM_BEN-COMP-MANAGER,1,T_P0920202,,X,
210,SAP_HR_CM_HR-ADMINISTRATOR,1,T_P0920203,,X,
210,SAP_HR_CM_HR-MANAGER,1,T_P0920204,,X,
210,SAP_HR_CM_MANAGER,1,T_P0920205,,X,
210,SAP_HR_CM_SPECIALIST,1,T_P0920206,,X,
210,SAP_HR_CPS_HR-MANAGER,1,T_PN720022,,X,A
210,SAP_HR_CPS_MANAGER,1,T_PN720023,,X,A
210,SAP_HR_CPS_OS-ADMINISTRATOR,1,T_PN720024,,X,A
210,SAP_HR_CPS_SPECIALIST,1,T_PN720025,,X,A
210,SAP_HR_CP_HR-MANAGER,1,T_P0920208,,X,
210,SAP_HR_CP_MANAGER,1,T_P0920209,,X,
210,SAP_HR_CP_OS-MANAGER,1,T_P0920210,,X,
210,SAP_HR_CP_SPECIALIST,1,T_P0920211,,X,
210,SAP_HR_ECM_COMP_SPECIALIST,1,T_PH670034,,X,
210,SAP_HR_EC_PAYROLL_SUPPORT_MODI,1,T-AD560079,,X,A
210,SAP_HR_EMPLOYEE_AU,1,T_P0920375,,X,
210,SAP_HR_EMPLOYEE_CA,1,T_P0920376,,X,
210,SAP_HR_EMPLOYEE_CH,1,T_LC780070,,X,
210,SAP_HR_EMPLOYEE_DE_ERP,1,T_FD400018,,X,A
210,SAP_HR_EMPLOYEE_ES,1,T_LC780076,,X,
210,SAP_HR_EMPLOYEE_HK,1,T_P0920377,,X,
210,SAP_HR_EMPLOYEE_ID,1,T_P0920378,,X,
210,SAP_HR_EMPLOYEE_JP,1,T_P0920379,,X,
210,SAP_HR_EMPLOYEE_MY,1,T_P0920380,,X,
210,SAP_HR_EMPLOYEE_NZ,1,T_P0920381,,X,
210,SAP_HR_EMPLOYEE_PH,1,T_P0920382,,X,
210,SAP_HR_EMPLOYEE_SG,1,T_P0920383,,X,
210,SAP_HR_EMPLOYEE_TH,1,T_P0920384,,X,
210,SAP_HR_EMPLOYEE_TW,1,T_P0920385,,X,
210,SAP_HR_EMPLOYEE_US,1,T_P0920386,,X,
210,SAP_HR_EMPLOYEE_US_ERP,1,T_FD400021,,X,A
210,SAP_HR_EMPLOYEE_ZA,1,T_P0920396,,X,
210,SAP_HR_HAP_ADMINISTRATOR,1,T_PN720035,,X,A
210,SAP_HR_HAP_EMPLOYEE,1,T_PN720034,,X,A
210,SAP_HR_HAP_MANAGER,1,T_PN720033,,X,A
210,SAP_HR_KM_INSTRUCTOR,1,T_P0920212,,X,
210,SAP_HR_LSO_ACCOUNTINGADMIN,1,T_SN900019,,X,A
210,SAP_HR_LSO_AUTHOR,1,T_SN900012,,X,A
210,SAP_HR_LSO_COURSEPLAYER,1,T_SN900013,,X,
210,SAP_HR_LSO_FOLLOWUPADMIN,1,T_SN900020,,X,A
210,SAP_HR_LSO_HR-MANAGER,1,T_SN900010,,X,A
210,SAP_HR_LSO_LEARNER,1,T_SN900011,,X,
210,SAP_HR_LSO_MANAGER,1,T_SN900016,,X,A
210,SAP_HR_LSO_PARTICIPADMIN,1,T_SN900022,,X,A
210,SAP_HR_LSO_RESOURCEADMIN,1,T_SN900021,,X,A
210,SAP_HR_LSO_TRAININGADMIN,1,T_AN390027,,X,A
210,SAP_HR_OS-MANAGER,1,T_P0920213,,X,
210,SAP_HR_OS-SPECIALIST,1,T_P0920214,,X,
210,SAP_HR_OS_HR-ADMINISTRATOR,1,T_P0920215,,X,
210,SAP_HR_OS_HR-MANAGER,1,T_P0920216,,X,
210,SAP_HR_OS_ORG-MGT-MANAGER,1,T_P0920217,,X,
210,SAP_HR_PA_AR_EE-RELATION-MNGR,1,T_P0920172,,X,
210,SAP_HR_PA_AT_PS_HR-ADM,1,T_LB200060,,X,
210,SAP_HR_PA_AU_EE-RELATIONS,1,T_P0920020,,X,
210,SAP_HR_PA_BR_EE-RELATION-MAN,1,T_P0920319,,X,
210,SAP_HR_PA_EE-RELATIONS-MANAGER,1,T_P0920021,,X,
210,SAP_HR_PA_FR_PS_HR-ADM,1,T_LB200061,,X,
210,SAP_HR_PA_GB_PS_HR-ADM,1,T_LB200062,,X,
210,SAP_HR_PA_HR-ADMINISTRATOR,1,T_P0920142,,X,
210,SAP_HR_PA_HR-MANAGER,1,T_P0920164,,X,
210,SAP_HR_PA_IT_HR-MANAGER,1,T_P0920275,,X,
210,SAP_HR_PA_JP_HR-MANAGER,1,T_P0920276,,X,
210,SAP_HR_PA_JP_SHUKKO,1,T_LD880010,,X,
210,SAP_HR_PA_MANAGER,1,T_P0920161,,X,
210,SAP_HR_PA_MX_EE-RELATION-MAN,1,T_P0920189,,X,
210,SAP_HR_PA_MX_HR-MANAGER,1,T_P0920190,,X,
210,SAP_HR_PA_NO_HR-MANAGER,1,T_P0920192,,X,
210,SAP_HR_PA_PF_CH_PENSION-SPEC,1,T_P0920194,,X,
210,SAP_HR_PA_PF_DE_PENSION-ADM,1,T_P0920135,,X,
210,SAP_HR_PA_PT_HR-MANAGER,1,T_LC780061,,X,
210,SAP_HR_PA_SG_PS_HR-ADM,1,T_LC780100,,X,A
210,SAP_HR_PA_SPECIALIST,1,T_P0920168,,X,
210,SAP_HR_PA_US_PS_HR-ADM,1,T_LB200063,,X,
210,SAP_HR_PA_VE_EE-RELATION-MANAG,1,T_P0920312,,X,
210,SAP_HR_PA_VE_HR-MANAGER,1,T_P0920313,,X,
210,SAP_HR_PA_XF_EXPERT,1,T_PH500038,,X,A
210,SAP_HR_PBC_ACCOUNT_RESPONSIBLE,1,T_PN240002,,X,
210,SAP_HR_PBC_ADMINISTRATOR,1,T_PN240003,,X,
210,SAP_HR_PBC_FIN_RESPONSIBLE,1,T_PN240004,,X,
210,SAP_HR_PBC_PAYSIM_RESPONSIBLE,1,T_PN240005,,X,
